"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val"
2013,"TX","FULTON",2336155,8308736,9291321
2013,"TX","GALVESTON",5244728,17882337,19997089
2013,"TX","HOUSTON",105736,367381,410828
2013,"TX","KEMAH",719931,1061183,1186677
2013,"TX","LIBERTY",61536,157082,175659
2013,"TX","LOS FRESNOS",1520427,5336491,5967580
2013,"TX","MATAGORDA",229237,616121,688982
2013,"TX","NEDERLAND",54635,116651,130446
2013,"TX","OAK ISLAND",66020,86330,96539
2013,"TX","ORANGE",1450,2055,2298
2013,"TX","PALACIOS",13362816,42011399,46979637
2013,"TX","PASADENA",38275,131051,146549
2013,"TX","PORT ARANSAS",1913,2989,3342
2013,"TX","PORT ARTHUR",14689579,48252797,53959137
2013,"TX","PORT ISABEL",8345909,28550104,31926420
2013,"TX","PORT LAVACA",381578,1242103,1388994
2013,"TX","PORT MANSFIELD",238,475,531
2013,"TX","PORT O'CONNOR",167623,559761,625959
2013,"TX","RIO HONDO",8601,15851,17725
2013,"TX","SAN LEON",2974935,9317152,10418993
2013,"TX","SARGENT",2811,12547,14031
2013,"TX","SEABROOK",15544,19806,22149
2013,"TX","SEADRIFT",850315,1115346,1247245
2013,"TX","SOUTH PADRE ISLAND",21006,52773,59014
2013,"TX","TEXAS CITY",734101,2556134,2858420
2013,"TX","WEBSTER",1221,3420,3824
2014,"AL","BAY MINETTE",4627,9300,10209
2014,"AL","BAYOU LA BATRE",16244945,53365625.35,58580998
2014,"AL","BON SECOUR",1250584,4147231.83,4552536
2014,"AL","CODEN",1620948,4099023.91,4499617
2014,"AL","DAPHNE",25,300,329
2014,"AL","DAUPHIN ISLAND",25985,67686,74301
2014,"AL","ELBERTA",23437,23455,25747
2014,"AL","FAIRHOPE",5255,18039,19802
2014,"AL","FOLEY",24742,85261,93595
2014,"AL","GRAND BAY",32199,67345,73927
2014,"AL","GULF SHORES",23494,85582,93945
2014,"AL","IRVINGTON",801046,2746243.05,3014630
2014,"AL","MOBILE",63021,146269.8,160566
2014,"AL","ORANGE BEACH",13433,31334.5,34397
2014,"AL","SUMMERDALE",1976,7826,8591
2014,"AL","THEODORE",163837,408110,447994
2014,"FL","ANNA MARIA",13106.23,72108,79156
2014,"FL","APALACHICOLA",1575712.38,5162249.36,5666749
2014,"FL","ARIPEKA",2227.5,36628.5,40208
2014,"FL","BIG PINE KEY",155022.88,1391919.8,1527952
2014,"FL","BOKEELIA",69699.98,258830.71,284125
2014,"FL","BONITA SPRINGS",222789.47,509247.63,559017
2014,"FL","BRADENTON",14769.5,41209.05,45238
2014,"FL","BRANDON",369,2952,3240
2014,"FL","BROOKSVILLE",16236,84212,92442
2014,"FL","CAPE CORAL",59877.44,117210.48,128664
2014,"FL","CAPTIVA",2142,36414,39973
2014,"FL","CARRABELLE",1257.35,7765.38,8524
2014,"FL","CEDAR KEY",131460.56,418788.86,459717
2014,"FL","CHIEFLAND",106472,209463.2,229933
2014,"FL","CHOKOLOSKEE",266480,3673324.25,4032315
2014,"FL","CLEARWATER",191071.21,957080.496,1050616
2014,"FL","CORTEZ",711167.66,2299873.46,2524638
2014,"FL","CRAWFORDVILLE",142500.84,312810.19,343381
2014,"FL","CROSS CITY",143924.18,662529.31,727276
2014,"FL","CRYSTAL RIVER",653637.32,2416367.95,2652517
2014,"FL","DESTIN",1470889.32,5193238.14,5700767
2014,"FL","DOVER",151915,172989.4,189895
2014,"FL","DUCK KEY",56212,867407.85,952179
2014,"FL","DUNEDIN",71875.24,279139.36,306419
2014,"FL","DUNNELLON",72190.21,219559.85,241019
2014,"FL","EAGLE LAKE",3249,1675.05,1838
2014,"FL","EASTPOINT",385323.35,1950210.11,2140804
2014,"FL","ENGLEWOOD",20929.09,145724.78,159966
2014,"FL","ESTERO",4573.68,13636.55,14970
2014,"FL","EVERGLADES CITY",88584,1247706.96,1369644
2014,"FL","FANNING SPRINGS",121,393.25,432
2014,"FL","FORT MYERS",300263.74,706125.73,775135
2014,"FL","FORT MYERS BEACH",3994663.29,14022845.06,15393282
2014,"FL","FORT WALTON BEACH",21892.73,71930.88,78960
2014,"FL","FREEPORT",40494.92,49609.44,54457
2014,"FL","GAINESVILLE",42275.7,144653.1246,158789
2014,"FL","GOODLAND",3028,5713.5,6272
2014,"FL","GULFPORT",219.26,3114.1,3418
2014,"FL","HERNANDO BEACH",67368.12,463148.91,508412
2014,"FL","HOLIDAY",7691,85293,93629
2014,"FL","HOLMES BEACH",181.72,677.5,743
2014,"FL","HOMOSASSA",76641.85,539545.45,592275
2014,"FL","HOMOSASSA SPRINGS",23682.75,114009.7,125153
2014,"FL","HORSESHOE BEACH",75477.4,137359.57,150784
2014,"FL","HUDSON",58527.31,465565.08,511064
2014,"FL","INDIAN ROCKS BEACH",8221.58,50380.4784,55304
2014,"FL","INGLIS",155800.75,263192.8,288915
2014,"FL","ISLAMORADA",348895.61,3246657.4256,3563947
2014,"FL","KENNETH CITY",461,1146,1258
2014,"FL","KEY LARGO",397723.81,3292823.49,3614628
2014,"FL","KEY WEST",2782672.52,16792900.51,18434051
2014,"FL","LAKELAND",16890,33631.2,36918
2014,"FL","LAND O' LAKES",76182.34,797239.25,875152
2014,"FL","LARGO",813911.93,2796334.288,3069618
2014,"FL","LECANTO",41166,590590.5,648308
2014,"FL","LITTLE TORCH KEY",1160.5,4647,5102
2014,"FL","LONGBOAT KEY",3474.2,50250.65,55162
2014,"FL","MADEIRA BEACH",470776.92,1618734.74,1776932
2014,"FL","MARATHON",2194982.06,22601176.2362,24809964
2014,"FL","MARATHON SHORES",5677.83,26853.49,29478
2014,"FL","MARCO ISLAND",18589.24,39749.5,43633
2014,"FL","MATLACHA",27362.56,91416.4,100351
2014,"FL","MAYO",120507.33,1372434,1506561
2014,"FL","MILTON",11955.63,22124.45,24287
2014,"FL","NAPLES",319676.57,2770737.64,3041522
2014,"FL","NAVARRE",48,192,211
2014,"FL","NEW PORT RICHEY",18070.5,66803.85,73332
2014,"FL","NICEVILLE",3741,17189,18869
2014,"FL","NOKOMIS",1928.82,31948.27,35070
2014,"FL","OCALA",1638,2047.5,2248
2014,"FL","ONECO",630,1575,1729
2014,"FL","OSPREY",3830,54013,59292
2014,"FL","PACE",4789.1,20402.5,22396
2014,"FL","PALMETTO",878.13,2902.6,3186
2014,"FL","PANACEA",521563.39,1059320.47,1162849
2014,"FL","PANAMA CITY",2027472.24,6822281.35,7489013
2014,"FL","PANAMA CITY BEACH",6942.96,17323.5,19017
2014,"FL","PENSACOLA",606396.86,1449690.06,1591366
2014,"FL","PERRY",15550.97,39268.75,43107
2014,"FL","PLACIDA",445,495.75,544
2014,"FL","PLANT CITY",702,1404,1541
2014,"FL","PORT CHARLOTTE",61686.92,148142.13,162621
2014,"FL","PORT SAINT JOE",962064.58,3469428,3808492
2014,"FL","PUNTA GORDA",73565.15,185684.47,203831
2014,"FL","REDINGTON SHORES",514404.98,1886437.8,2070799
2014,"FL","RUSKIN",112135.35,324906.45,356659
2014,"FL","SAFETY HARBOR",28449,28449,31229
2014,"FL","SAINT JAMES CITY",389296.24,1043520.89,1145503
2014,"FL","SAINT MARKS",68453.28,313678.87,344335
2014,"FL","SAINT PETERSBURG",2719127.75,9016946.925,9898167
2014,"FL","SALT SPRINGS",4201,8402,9223
2014,"FL","SARASOTA",8711.8,69644.22,76452
2014,"FL","SEMINOLE",454427.53,1453040.35,1595046
2014,"FL","SILVER SPRINGS",14316,13428.75,14741
2014,"FL","SOPCHOPPY",149494.6,152939.75,167887
2014,"FL","SOUTHPORT",30500.88,93968.06,103152
2014,"FL","STEINHATCHEE",376399.34,866369.434,951038
2014,"FL","SUMMERLAND KEY",127756.9,986628.15,1083052
2014,"FL","SUWANNEE",128483.97,334440.4,367124
2014,"FL","TALLAHASSEE",188082.86,428613.36,470501
2014,"FL","TAMPA",1931968.7,6031386.52,6620828
2014,"FL","TARPON SPRINGS",2148233.2,6902426.554,7576991
2014,"FL","TAVERNIER",81103.45,728723.05,799942
2014,"FL","UNKNOWN_FL",959,3619,3973
2014,"FL","VENICE FL",32856.94,170932.75,187638
2014,"FL","WEWAHITCHKA",22218.28,74839.3,82152
2014,"FL","WINTER HAVEN",53.28,96,105
2014,"FL","YOUNGSTOWN",117083.01,679128.23,745499
2014,"LA","ABBEVILLE",10519616.85,30105033.7,33047169
2014,"LA","ADDIS",14406,58560,64283
2014,"LA","AKERS",229999.59,468556.31,514349
2014,"LA","ALBANY",18152.9,39522.56,43386
2014,"LA","AMA",1858,6835,7503
2014,"LA","AMELIA",2299,7350,8068
2014,"LA","BALDWIN",803.5,2811.5,3087
2014,"LA","BARATARIA",94240.24,385187.02,422831
2014,"LA","BASILE",191010,312989,343577
2014,"LA","BATON ROUGE",174814.02,1034397.4,1135488
2014,"LA","BELL CITY",2851,11415,12531
2014,"LA","BELLE CHASSE",3960775.97,13082910.44,14361490
2014,"LA","BELLE ROSE",150,451,495
2014,"LA","BERWICK",574964,800320.76,878536
2014,"LA","BOGALUSA",1809,7541,8278
2014,"LA","BOOTHVILLE",5049688,12263538,13462041
2014,"LA","BOURG",147658.14,369337.62,405432
2014,"LA","BOUTTE",188,517,568
2014,"LA","BRAITHWAITE",249757.52,459962,504914
2014,"LA","BREAUX BRIDGE",35854.9,40212.23,44142
2014,"LA","BROUSSARD",5603,16941,18596
2014,"LA","BURAS",5851312,11511179.72,12636155
2014,"LA","BUSH",456115.82,1285766.34,1411423
2014,"LA","Belle Chasse",154995.37,1072321,1177118
2014,"LA","CAMERON",1094499.43,2856701.8,3135884
2014,"LA","CENTERVILLE",407,1193,1310
2014,"LA","CHALMETTE",NA,978776.21,1074432
2014,"LA","CHARENTON",1539.98,1520,1669
2014,"LA","CHAUVIN",11501365.16,21336688.67,23421902
2014,"LA","CHURCH POINT",1536,3072,3372
2014,"LA","COCODRIE",326275.63,1091680,1198369
2014,"LA","COVINGTON",590,560,615
2014,"LA","CREOLE",2106,2782.25,3054
2014,"LA","CROWLEY",39918.85,67723.5,74342
2014,"LA","CUT OFF",2908316,7379709.3,8100922
2014,"LA","DELCAMBRE",978523.25,1832696.07,2011802
2014,"LA","DEQUINCY",668003.11,1414323,1552544
2014,"LA","DES ALLEMANDS",NA,4855949.44,5330516
2014,"LA","DESTREHAN",5409.97,13634.24,14966
2014,"LA","DULAC",8318491.08,14644930.03,16076164
2014,"LA","Dulac",126694,192064.74,210835
2014,"LA","EMPIRE",539,1650,1811
2014,"LA","ERATH",106243.93,205800.15,225913
2014,"LA","ESTHERWOOD",2310,908.9,998
2014,"LA","EUNICE",2695,7620,8365
2014,"LA","FERRIDAY",300,90,99
2014,"LA","FOLSOM",54042,114727.64,125940
2014,"LA","FRANKLIN",2288004.49,3816485.24,4189468
2014,"LA","FRANKLINTON",98868.41,160044.85,175686
2014,"LA","GALLIANO",22155.5,44346.63,48681
2014,"LA","GHEENS",39408,101468.27,111385
2014,"LA","GIBSON",19945,19355.57,21247
2014,"LA","GOLDEN MEADOW",9386923.48,21002244.44,23054770
2014,"LA","GRAMERCY",7769.75,19019.08,20878
2014,"LA","GRAND CHENIER",1184814.2,2091169.17,2295537
2014,"LA","GRAND ISLE",10984580.27,26884855.95,29512288
2014,"LA","GREENWELL SPRINGS",1772.78,10960,12031
2014,"LA","GRETNA",117840.35,722645.4,793269
2014,"LA","HACKBERRY",2398960.2,3367334.73,3696422
2014,"LA","HAMMOND",41748.57,107951.63,118502
2014,"LA","HARVEY",20366.93,93147,102250
2014,"LA","HOUMA",3819748.59,12268960.32,13467994
2014,"LA","JEANERETTE",7237.01,12683.15,13923
2014,"LA","JEFFERSON",4507,7080.6,7773
2014,"LA","JENNINGS",6189.1,21382.1,23472
2014,"LA","KAPLAN",54710.5,145264.64,159462
2014,"LA","KENNER",55550.93,138521.63,152060
2014,"LA","LA PLACE",1195,4130,4533
2014,"LA","LACOMBE",36093.75,129087.4,141704
2014,"LA","LAFAYETTE",47472,77188.81,84733
2014,"LA","LAFITTE",11054868.77,19846458.91,21786033
2014,"LA","LAKE CHARLES",2148389.45,4080395.21,4479167
2014,"LA","LAPLACE",15821.94,20927.04,22973
2014,"LA","LAROSE",2013847.1,3108935.58,3412768
2014,"LA","LOCKPORT",1518689,3654306.8,4011440
2014,"LA","LORANGER",6441,26102,28653
2014,"LA","LULING",561341,967074.25,1061585
2014,"LA","LYDIA",529348.79,1471923.23,1615773
2014,"LA","MADISONVILLE",1084538.76,1890893.97,2075689
2014,"LA","MANDEVILLE",1390904.96,3021905.98,3317234
2014,"LA","MARRERO",6327368.23,11407206.23,12522022
2014,"LA","MAURICE",3834,12815,14067
2014,"LA","MERAUX",846619.08,1126142.18,1236198
2014,"LA","METAIRIE",41269.66,111725.12,122645
2014,"LA","MONTEGUT",4812184.37,9549776.37,10483066
2014,"LA","MORGAN CITY",1205752.5,2153448.02,2363901
2014,"LA","NEW IBERIA",NA,3361735.44,3690276
2014,"LA","NEW ORLEANS",NA,13169197.7,14456209
2014,"LA","NORCO",7431.25,18656.4,20480
2014,"LA","New Iberia",16579,300828.18,330228
2014,"LA","PATTERSON",16340,37348,40998
2014,"LA","PAULINA",2506,9116.4,10008
2014,"LA","PEARL RIVER",196177.17,431380.56,473539
2014,"LA","PIERRE PART",297892.77,462518.29,507720
2014,"LA","PLAQUEMINE",144,580,637
2014,"LA","PONCHATOULA",NA,59556.47,65376
2014,"LA","PORT SULPHUR",3829760.3,15423340.4,16930649
2014,"LA","PORT VINCENT",227,454,498
2014,"LA","PRAIRIEVILLE",6083,17213.9,18896
2014,"LA","Perry",49074.95,232589,255320
2014,"LA","RACELAND",1343511.4,2043733.84,2243465
2014,"LA","RAYNE",21493.3,26725.15,29336
2014,"LA","RESERVE",36995,84783.5,93069
2014,"LA","RIVER RIDGE",1961,7033.25,7721
2014,"LA","SAINT AMANT",875,3505,3847
2014,"LA","SAINT BERNARD",13443919.68,29618634.61,32513235
2014,"LA","SAINT LANDRY",784,1278,1403
2014,"LA","SAINT MARTINVILLE",17975,29789.75,32701
2014,"LA","SCHRIEVER",5298.93,16380,17981
2014,"LA","SIMMESPORT",2243,448.6,492
2014,"LA","SLIDELL",3370049.74,5681082.8,6236289
2014,"LA","SPRINGFIELD",4251,10120.18,11109
2014,"LA","SUGARTOWN",1056,2557,2807
2014,"LA","SULPHUR",NA,284701,312524
2014,"LA","SUNSET",4068,9724.28,10675
2014,"LA","THERIOT",5294930.03,7561299.71,8300259
2014,"LA","THIBODAUX",33859,60021.01,65888
2014,"LA","TICKFAW",1780,2873,3153
2014,"LA","VACHERIE",4440,7239,7947
2014,"LA","VENICE LA",9013356.91,17069369.5,18737542
2014,"LA","VILLE PLATTE",930,1598,1754
2014,"LA","VINTON",47638,54879.85,60243
2014,"LA","VIOLET",966490.05,2817972.52,3093370
2014,"LA","WELSH",345,1310,1438
2014,"LA","YOUNGSVILLE",11562,39285,43124
2014,"MS","BAY SAINT LOUIS",62253,310096,340400
2014,"MS","BILOXI",4995392,13878613,15234957
2014,"MS","D'IBERVILLE",3983,8639,9484
2014,"MS","GULFPORT",6185,9488,10416
2014,"MS","HURLEY",169704.23,603999.08,663026
2014,"MS","LAKESHORE",456700.09,2807566,3081947
2014,"MS","LONG BEACH",1820,3191,3504
2014,"MS","MOSS POINT",4102,14992,16458
2014,"MS","PASCAGOULA",225392,480654,527628
2014,"MS","PASS CHRISTIAN",861841.07,3334777,3660682
2014,"MS","SAUCIER",33,43,47
2014,"MS","UNKNOWN_MS",793198,2209451,2425378
2014,"MS","VANCLEAVE",72,360,395
2014,"MS","VICKSBURG",985,1379,1514
2014,"MS","WAVELAND",419465,969770,1064545
2014,"TX","ANAHUAC",1229613.06,3136794.95,3443351
2014,"TX","ARANSAS PASS",1825655,6146417.25,6747101
2014,"TX","BACLIFF",1071496.7,4301649.54,4722046
2014,"TX","BAY CITY",141908.14,554745,608960
2014,"TX","BAYSIDE",1195,1377.5,1512
2014,"TX","BAYTOWN",135565,186731,204980
2014,"TX","BROWNSVILLE",7572562.5,29257437.75,32116738
2014,"TX","CORPUS CHRISTI",61029.26,259592.08,284962
2014,"TX","CRYSTAL BEACH",208792.1,694332,762188
2014,"TX","DAYTON",5702,12030,13206
2014,"TX","DICKINSON",2391860.44,7727509.1,8482711
2014,"TX","FLOUR BLUFF",4055,9321,10232
2014,"TX","FREEPORT",1981519.71,7234951.11,7942015
2014,"TX","FULTON",1369639.8,5150426.8,5653773
2014,"TX","GALVESTON",5766339.56,22320099.05,24501423
2014,"TX","HOUSTON",76099.46,278279.15,305476
2014,"TX","KEMAH",690730,1155894,1268857
2014,"TX","LA PORTE",18,36,40
2014,"TX","LIBERTY",56225.84,171331,188074
2014,"TX","LOS FRESNOS",1219848,4662245,5117881
2014,"TX","MARKHAM",669,1070.4,1175
2014,"TX","MATAGORDA",218710.14,600772,659485
2014,"TX","NEDERLAND",50807,127989.4,140498
2014,"TX","OAK ISLAND",45513,55476.1,60898
2014,"TX","ORANGE",1350,2715,2980
2014,"TX","PALACIOS",11977379,42055690,46165750
2014,"TX","PASADENA",515.06,1472.5,1616
2014,"TX","PORT ARANSAS",6017,15035,16504
2014,"TX","PORT ARTHUR",13928021.5,50674296.85,55626645
2014,"TX","PORT BOLIVAR",7640264.57,26614461.85,29215465
2014,"TX","PORT ISABEL",8389496.7,32422096.45,35590675
2014,"TX","PORT LAVACA",281675.96,1130192,1240644
2014,"TX","PORT O'CONNOR",197661.76,581893,638760
2014,"TX","PORTLAND",257,514,564
2014,"TX","RIO HONDO",21081,46526.5,51073
2014,"TX","ROCKPORT",1703,3576,3925
2014,"TX","SAN ANTONIO",863,1767.3,1940
2014,"TX","SAN LEON",2403854.76,9426179.52,10347392
2014,"TX","SARGENT",6386,30703,33703
2014,"TX","SEABROOK",17471,26050.1,28596
2014,"TX","SEADRIFT",967721.63,1662232.45,1824680
2014,"TX","SOUTH PADRE ISLAND",22499.95,95355,104674
2014,"TX","TEXAS CITY",565993.63,2400508.78,2635107
2014,"TX","VICTORIA",109,425,467
2015,"AL","BAYOU LA BATRE",17248163,36900051.54,40105032
2015,"AL","BON SECOUR",995388,2545673.84,2766781
2015,"AL","CODEN",1981974,3896853.87,4235317
2015,"AL","DAUPHIN ISLAND",19668,62151,67549
2015,"AL","ELBERTA",23250,23250,25269
2015,"AL","FAIRHOPE",9216,32715,35556
2015,"AL","FOLEY",83226,231698,251823
2015,"AL","GRAND BAY",17145,44029,47854
2015,"AL","GULF SHORES",49175,174235,189368
2015,"AL","IRVINGTON",860271,1711219.15,1859849
2015,"AL","MOBILE",103624,178797.15,194325
2015,"AL","ORANGE BEACH",14478,26796,29123
2015,"AL","SHORTER",180,293,318
2015,"AL","SPANISH FORT",4027,4735,5146
2015,"AL","THEODORE",54529,133799.8,145422
2015,"AL","UNKNOWN_AL",152,989,1075
2015,"FL","ANNA MARIA",15329.58,106977.5,116269
2015,"FL","APALACHICOLA",2349378.01,5936001.06,6451576
2015,"FL","ARIPEKA",2110,35635,38730
2015,"FL","BAGDAD",622,983.5,1069
2015,"FL","BIG PINE KEY",200131.07,1448144.8,1573926
2015,"FL","BLOUNTSTOWN",2908,8163,8872
2015,"FL","BOKEELIA",88329.19,366971.48,398847
2015,"FL","BONITA SPRINGS",264929.5,966481.85,1050426
2015,"FL","BRADENTON",30481.05,112276.85,122029
2015,"FL","BRANDON",200,100,109
2015,"FL","BROOKSVILLE",29205,247650,269160
2015,"FL","CAPE CORAL",60383.41,120194.84,130633
2015,"FL","CAPTIVA",1781,27706,30112
2015,"FL","CARRABELLE",11047.81,38015.35,41317
2015,"FL","CEDAR KEY",185477.49,632736.08,687693
2015,"FL","CHIEFLAND",153604.36,348181,378422
2015,"FL","CHOKOLOSKEE",271552,3521476.75,3827337
2015,"FL","CLEARWATER",168142.2,1118896.362,1216078
2015,"FL","COPELAND",9192.2,17796.4,19342
2015,"FL","CORTEZ",700106.42,2708438.78,2943684
2015,"FL","CRAWFORDVILLE",171055.07,407958.81,443393
2015,"FL","CROSS CITY",195455.27,1313112.88,1427164
2015,"FL","CRYSTAL RIVER",582709.06,2284540.61,2482966
2015,"FL","CUDJOE KEY",68577.79,379986.58,412990
2015,"FL","DESTIN",1571444.63,5743196.7,6242025
2015,"FL","DOVER",116057.5,106920.85,116207
2015,"FL","DUCK KEY",65816,869053.8,944536
2015,"FL","DUNEDIN",44507.1,184029.06,200013
2015,"FL","DUNNELLON",97321,258552.64,281009
2015,"FL","EAGLE LAKE",2417,4940.85,5370
2015,"FL","EASTPOINT",616758.72,2651659.92,2881972
2015,"FL","ENGLEWOOD",36850.6,220040.2,239152
2015,"FL","ESTERO",3028.06,9726.7,10571
2015,"FL","EVERGLADES CITY",127891.05,1687989.13,1834601
2015,"FL","FANNING SPRINGS",63899.61,247778.27,269299
2015,"FL","FORT MYERS",772087.79,1787076.54,1942293
2015,"FL","FORT MYERS BEACH",6067760.87,16271714.29,17685005
2015,"FL","FORT WALTON BEACH",23370.58,71868.85,78111
2015,"FL","FOUNTAIN",3429,10975,11928
2015,"FL","FREEPORT",48086,65515.65,71206
2015,"FL","GAINESVILLE",39206.85,139749.2,151887
2015,"FL","GOODLAND",1513.25,2778.1,3019
2015,"FL","GULF BREEZE",730,1302,1415
2015,"FL","GULFPORT",542.01,6855.54,7451
2015,"FL","HERNANDO BEACH",224977.12,1223490.71,1329758
2015,"FL","HOLIDAY",2756,5849,6357
2015,"FL","HOLMES BEACH",37.74,170,185
2015,"FL","HOMOSASSA",76426.39,597742.49,649659
2015,"FL","HOMOSASSA SPRINGS",13869.33,78616,85444
2015,"FL","HORSESHOE BEACH",50826.92,170897.06,185740
2015,"FL","HUDSON",62614.12,595214.84,646913
2015,"FL","INDIAN ROCKS BEACH",8962.75,73249.609,79612
2015,"FL","INGLIS",125738,207392.5,225407
2015,"FL","INVERNESS",2938.56,6834.71,7429
2015,"FL","ISLAMORADA",292501.22,2430038.842,2641100
2015,"FL","KENNETH CITY",4151,9023,9807
2015,"FL","KEY LARGO",331119.51,2376877.47,2583324
2015,"FL","KEY WEST",2950557.61,14549883.08,15813618
2015,"FL","LAKELAND",37504.55,61945.5,67326
2015,"FL","LAND O' LAKES",134476.63,1452498.75,1578656
2015,"FL","LARGO",679802.28,2444316.74,2656618
2015,"FL","LECANTO",116423.97,1103452.55,1199294
2015,"FL","LITTLE TORCH KEY",1155.65,7630.3,8294
2015,"FL","LONGBOAT KEY",805.6,11272.37,12251
2015,"FL","MADEIRA BEACH",483101.17,1745883.68,1897525
2015,"FL","MARATHON",2430645.95,19372940.44,21055592
2015,"FL","MARATHON SHORES",9161.21,50816.01,55231
2015,"FL","MARCO ISLAND",19594.9,43852,47662
2015,"FL","MATLACHA",97888.2,374456,406981
2015,"FL","MAYO",176920.19,1764659.1,1917931
2015,"FL","MILTON",29625.85,57905.55,62935
2015,"FL","NAPLES",318521.01,2963944.2417,3221382
2015,"FL","NAVARRE",555,772.5,840
2015,"FL","NEW PORT RICHEY",18502.4,72077.4,78337
2015,"FL","NICEVILLE",19741.1,79236,86118
2015,"FL","NOKOMIS",2108.34,36912.68,40119
2015,"FL","OSPREY",8695,122320,132944
2015,"FL","PACE",2648.46,10033,10905
2015,"FL","PALMETTO",8065.1,17326.5,18832
2015,"FL","PANACEA",618397.59,1204016.85,1308594
2015,"FL","PANAMA CITY",2312755.3,7467893.85,8116520
2015,"FL","PANAMA CITY BEACH",17005.29,40879.68,44430
2015,"FL","PARRISH",791.98,4686,5093
2015,"FL","PENSACOLA",763854.8,1507440.86,1638372
2015,"FL","PERRY",29737.76,94709.86,102937
2015,"FL","PLACIDA",2950,4300,4673
2015,"FL","PORT CHARLOTTE",72005.2,152855.82,166132
2015,"FL","PORT SAINT JOE",2659349,7069107.5,7683100
2015,"FL","PUNTA GORDA",132977.19,302189.5,328436
2015,"FL","QUINCY",1429,5220,5673
2015,"FL","REDINGTON SHORES",448635.59,1737966.82,1888919
2015,"FL","SAFETY HARBOR",22672,22672,24641
2015,"FL","SAINT JAMES CITY",624090.23,1600937.04,1739987
2015,"FL","SAINT MARKS",74266.8,666885,724806
2015,"FL","SAINT PETERSBURG",2442742.49,8429674.71,9161843
2015,"FL","SALT SPRINGS",9940,17521.56,19043
2015,"FL","SANTA ROSA BEACH",1842,4605,5005
2015,"FL","SARASOTA",15300.73,149477.23,162460
2015,"FL","SEFFNER",1611.07,5153.25,5601
2015,"FL","SEMINOLE",498797.83,1702306.81,1850161
2015,"FL","SILVER SPRINGS",24288,39963,43434
2015,"FL","SOPCHOPPY",148056,214744.4,233396
2015,"FL","SOUTHPORT",34707.43,127785.04,138884
2015,"FL","STEINHATCHEE",285255.5,799295.59,868719
2015,"FL","SUGARLOAF KEY",82.87,251,272
2015,"FL","SUMMERLAND KEY",59276.7,426106.49,463116
2015,"FL","SUWANNEE",143666.38,537667.89,584367
2015,"FL","TALLAHASSEE",167785.86,403797.16,438870
2015,"FL","TAMPA",2896082.86,6946437.97,7549778
2015,"FL","TARPON SPRINGS",1377767.11,6162650.8032,6697909
2015,"FL","TAVERNIER",93310.53,713475.85,775447
2015,"FL","UNKNOWN_FL",2625,7245,7874
2015,"FL","VALPARAISO",16013.75,32669,35507
2015,"FL","VENICE FL",57344.88,303895.75,330290
2015,"FL","WEWAHITCHKA",13682.48,33491.65,36400
2015,"FL","WINTER HAVEN",12.21,22,24
2015,"FL","YOUNGSTOWN",151113.45,864688.04,939791
2015,"FL","YULEE",3.89,7.88,9
2015,"LA","ABBEVILLE",NA,16082866.64,17479752
2015,"LA","ADDIS",19354,49431,53725
2015,"LA","AKERS",NA,397883.9,432442
2015,"LA","ALBANY",25501.82,53445.97,58089
2015,"LA","AMA",8185,12390,13466
2015,"LA","AMELIA",9547,33450,36355
2015,"LA","ARABI",242,1188,1291
2015,"LA","BALDWIN",11267,20404,22176
2015,"LA","BARATARIA",NA,345041.36,375011
2015,"LA","BASILE",3900,11408,12398
2015,"LA","BASTROP",1343,1352.5,1470
2015,"LA","BATON ROUGE",NA,1591576.8,1729815
2015,"LA","BELL CITY",9951,35658,38756
2015,"LA","BELLE CHASSE",2913226.78,8920513.3,9695311
2015,"LA","BELLE ROSE",120,435,473
2015,"LA","BERWICK",468004.91,613110.13,666362
2015,"LA","BOGALUSA",2192,8540,9282
2015,"LA","BOOTHVILLE",NA,5646689,6137136
2015,"LA","BOURG",NA,303838.54,330228
2015,"LA","BRAITHWAITE",275423.98,420213.95,456712
2015,"LA","BREAUX BRIDGE",69546,78922.3,85777
2015,"LA","BROUSSARD",34885,90749,98631
2015,"LA","BURAS",5762497.17,6812259.78,7403944
2015,"LA","BUSH",846047.56,2796591.15,3039490
2015,"LA","Belle Chasse",63341.3,348869,379170
2015,"LA","CAMERON",824098.73,1429102.06,1553228
2015,"LA","CANKTON",200,500,543
2015,"LA","CARENCRO",787,1893,2057
2015,"LA","CHALMETTE",109033.25,352323.44,382925
2015,"LA","CHARENTON",4565,521,566
2015,"LA","CHAUVIN",9143725.74,10409531,11313659
2015,"LA","CHURCH POINT",6857.9,17922.89,19480
2015,"LA","COCODRIE",283631.86,1013312.5,1101324
2015,"LA","COVINGTON",6718,18276.77,19864
2015,"LA","CREOLE",1557,1537.1,1671
2015,"LA","CROWLEY",48471.75,84157.99,91468
2015,"LA","CUT OFF",2457319,3937743,4279760
2015,"LA","DELCAMBRE",481700.25,475704.1,517021
2015,"LA","DENHAM SPRINGS",3213,11769,12791
2015,"LA","DEQUINCY",47246,41008,44570
2015,"LA","DES ALLEMANDS",2501054.16,3196853.11,3474518
2015,"LA","DESTREHAN",9851.61,26769.99,29096
2015,"LA","DULAC",7797696.8,9614489.06,10449559
2015,"LA","DUSON",1255,2894,3145
2015,"LA","Dulac",131852,190061.95,206570
